AZ,A,Z,AX,ME
10,1,0,1n,8071.3171
11,1,1,1h,7288.9705
21,2,1,2h,13135.7216
31,3,1,3h,14949.806
32,3,2,3he,14931.2148
33,3,3,3li,28670
41,4,1,4h,25900
42,4,2,4he,2424.9156
43,4,3,4li,25320
51,5,1,5h,32890
52,5,2,5he,11390
53,5,3,5li,11680
54,5,4,5be,38000
61,6,1,6h,41860
62,6,2,6he,17595.1
63,6,3,6li,14086.793
64,6,4,6be,18375
65,6,5,6b,43600
71,7,1,7h,49140
72,7,2,7he,26101
73,7,3,7li,14908.14
74,7,4,7be,15770.03
75,7,5,7b,27870
82,8,2,8he,31598
83,8,3,8li,20946.84
84,8,4,8be,4941.67
85,8,5,8b,22921.5
86,8,6,8c,35094
92,9,2,9he,40939
93,9,3,9li,24954.3
94,9,4,9be,11347.6
95,9,5,9b,12415.7
96,9,6,9c,28910.5
102,10,2,10he,48810
103,10,3,10li,33051
103.1,10,3.1,10lim,33250
103.2,10,3.2,10lin,33530
104,10,4,10be,12606.7
105,10,5,10b,12050.7
106,10,6,10c,15698.7
107,10,7,10n,38800
113,11,3,11li,40797
114,11,4,11be,20174
115,11,5,11b,8667.9
116,11,6,11c,10650.3
117,11,7,11n,24300
117.1,11,7.1,11nm,25040
123,12,3,12li,50100
124,12,4,12be,25077
125,12,5,12b,13368.9
126,12,6,12c,0
127,12,7,12n,17338.1
128,12,8,12o,32048
134,13,4,13be,33250
134.3,13,4.3,13bep,33950
134.4,13,4.4,13beq,35160
135,13,5,13b,16562.2
136,13,6,13c,3125.0113
137,13,7,13n,5345.48
138,13,8,13o,23112
144,14,4,14be,39950
144.3,14,4.3,14bep,41470
145,14,5,14b,23664
146,14,6,14c,3019.893
147,14,7,14n,2863.417
148,14,8,14o,8007.36
149,14,9,14f,32660
154,15,4,15be,49800
155,15,5,15b,28972
156,15,6,15c,9873.1
157,15,7,15n,101.438
158,15,8,15o,2855.6
159,15,9,15f,16780
164,16,4,16be,57680
165,16,5,16b,37080
166,16,6,16c,13694
167,16,7,16n,5683.7
168,16,8,16o,-4737.0014
169,16,9,16f,10680
1610,16,10,16ne,23996
175,17,5,17b,43770
176,17,6,17c,21039
177,17,7,17n,7871
178,17,8,17o,-808.81
179,17,9,17f,1951.7
1710,17,10,17ne,16461
185,18,5,18b,52320
186,18,6,18c,24930
187,18,7,18n,13114
188,18,8,18o,-781.5
189,18,9,18f,873.7
189.1,18,9.1,18fm,1995.1
1810,18,10,18ne,5317.17
1811,18,11,18na,24190
195,19,5,19b,59360
196,19,6,19c,32420
197,19,7,19n,15862
198,19,8,19o,3334.9
199,19,9,19f,-1487.39
1910,19,10,19ne,1751.44
1911,19,11,19na,12927
1912,19,12,19mg,33040
206,20,6,20c,37560
207,20,7,20n,21770
208,20,8,20o,3797.5
209,20,9,20f,-17.4
2010,20,10,20ne,-7041.9313
2011,20,11,20na,6848
2012,20,12,20mg,17570
216,21,6,21c,45960
217,21,7,21n,25250
218,21,8,21o,8063
219,21,9,21f,-47.6
2110,21,10,21ne,-5731.78
2111,21,11,21na,-2184.2
2112,21,12,21mg,10911
2113,21,13,21al,26120
226,22,6,22c,53280
227,22,7,22n,32040
228,22,8,22o,9280
229,22,9,22f,2793
2210,22,10,22ne,-8024.715
2211,22,11,22na,-5182.4
2211.1,22,11.1,22nam,-4599.4
2212,22,12,22mg,-397
2213,22,13,22al,18180
2214,22,14,22si,32160
237,23,7,23n,38400
238,23,8,23o,14610
239,23,9,23f,3330
2310,23,10,23ne,-5154.05
2311,23,11,23na,-9529.8536
2312,23,12,23mg,-5473.8
2313,23,13,23al,6770
2314,23,14,23si,23770
247,24,7,24n,47540
248,24,8,24o,19070
249,24,9,24f,7560
2410,24,10,24ne,-5951.5
2411,24,11,24na,-8418.11
2411.1,24,11.1,24nam,-7945.9
2412,24,12,24mg,-13933.567
2413,24,13,24al,-56.9
2413.1,24,13.1,24alm,368.9
2414,24,14,24si,10755
2415,24,15,24p,32000
257,25,7,25n,56500
258,25,8,25o,27440
259,25,9,25f,11270
2510,25,10,25ne,-2108
2511,25,11,25na,-9357.8
2512,25,12,25mg,-13192.83
2513,25,13,25al,-8916.2
2514,25,14,25si,3824
2515,25,15,25p,18870
268,26,8,26o,35710
269,26,9,26f,18270
2610,26,10,26ne,430
2611,26,11,26na,-6862
2612,26,12,26mg,-16214.582
2613,26,13,26al,-12210.31
2613.1,26,13.1,26alm,-11982.01
2614,26,14,26si,-7145
2615,26,15,26p,10970
2616,26,16,26s,25970
278,27,8,27o,44950
279,27,9,27f,24930
2710,27,10,27ne,7070
2711,27,11,27na,-5517
2712,27,12,27mg,-14586.65
2713,27,13,27al,-17196.66
2714,27,14,27si,-12384.3
2715,27,15,27p,-717
2716,27,16,27s,17540
288,28,8,28o,53850
289,28,9,28f,33230
2810,28,10,28ne,11240
2811,28,11,28na,-989
2812,28,12,28mg,-15018.6
2813,28,13,28al,-16850.44
2814,28,14,28si,-21492.7968
2814.5,28,14.5,28sir,-8951.55
2815,28,15,28p,-7159
2816,28,16,28s,4070
2817,28,17,28cl,26560
299,29,9,29f,40300
2910,29,10,29ne,18060
2911,29,11,29na,2665
2912,29,12,29mg,-10619
2913,29,13,29al,-18215.3
2914,29,14,29si,-21895.046
2915,29,15,29p,-16952.6
2916,29,16,29s,-3160
2917,29,17,29cl,13140
309,30,9,30f,48900
3010,30,10,30ne,23100
3011,30,11,30na,8361
3012,30,12,30mg,-8911
3013,30,13,30al,-15872
3014,30,14,30si,-24432.928
3015,30,15,30p,-20200.6
3016,30,16,30s,-14063
3017,30,17,30cl,4440
3018,30,18,30ar,20080
319,31,9,31f,56290
3110,31,10,31ne,30840
3111,31,11,31na,12650
3112,31,12,31mg,-3217
3113,31,13,31al,-14954
3114,31,14,31si,-22949.01
3115,31,15,31p,-24440.88
3116,31,16,31s,-19044.6
3117,31,17,31cl,-7070
3118,31,18,31ar,11290
3210,32,10,32ne,37280
3211,32,11,32na,19060
3212,32,12,32mg,-955
3213,32,13,32al,-11060
3213.1,32,13.1,32alm,-10100
3214,32,14,32si,-24080.91
3214.1,32,14.1,32sim,-18497.9
3215,32,15,32p,-24305.22
3216,32,16,32s,-26015.7
3217,32,17,32cl,-13330
3218,32,18,32ar,-2200.2
3218.1,32,18.1,32arm,3400
3219,32,19,32k,20420
3219.1,32,19.1,32km,21370
3310,33,10,33ne,46000
3311,33,11,33na,24890
3312,33,12,33mg,4894
3313,33,13,33al,-8530
3314,33,14,33si,-20493
3315,33,15,33p,-26337.5
3316,33,16,33s,-26585.99
3317,33,17,33cl,-21003.4
3318,33,18,33ar,-9384.1
3319,33,19,33k,6760
3410,34,10,34ne,53120
3411,34,11,34na,32760
3412,34,12,34mg,8810
3413,34,13,34al,-2930
3414,34,14,34si,-19957
3415,34,15,34p,-24558
3416,34,16,34s,-29931.79
3417,34,17,34cl,-24439.78
3417.1,34,17.1,34clm,-24293.42
3418,34,18,34ar,-18377.2
3419,34,19,34k,-1480
3420,34,20,34ca,13150
3511,35,11,35na,39580
3512,35,12,35mg,16150
3513,35,13,35al,-130
3514,35,14,35si,-14360
3515,35,15,35p,-24857.7
3516,35,16,35s,-28846.36
3517,35,17,35cl,-29013.54
3518,35,18,35ar,-23047.4
3519,35,19,35k,-11169
3520,35,20,35ca,4600
3611,36,11,36na,47950
3612,36,12,36mg,21420
3613,36,13,36al,5780
3614,36,14,36si,-12480
3615,36,15,36p,-20251
3616,36,16,36s,-30664.07
3617,36,17,36cl,-29521.86
3618,36,18,36ar,-30231.54
3619,36,19,36k,-17426
3620,36,20,36ca,-6440
3621,36,21,36sc,13900
3711,37,11,37na,55280
3712,37,12,37mg,29250
3713,37,13,37al,9950
3714,37,14,37si,-6580
3715,37,15,37p,-18990
3716,37,16,37s,-26896.36
3717,37,17,37cl,-31761.53
3718,37,18,37ar,-30947.66
3719,37,19,37k,-24800.2
3720,37,20,37ca,-13162
3721,37,21,37sc,2840
3812,38,12,38mg,35000
3813,38,13,38al,16050
3814,38,14,38si,-4070
3815,38,15,38p,-14760
3816,38,16,38s,-26861
3817,38,17,38cl,-29798.1
3817.1,38,17.1,38clm,-29126.74
3818,38,18,38ar,-34714.6
3819,38,19,38k,-28800.7
3819.1,38,19.1,38km,-28670.2
3819.2,38,19.2,38kxn,-25342.7
3820,38,20,38ca,-22059
3821,38,21,38sc,-4940
3821.1,38,21.1,38scm,-4270
3822,38,22,38ti,9100
3912,39,12,39mg,43570
3913,39,13,39al,21400
3914,39,14,39si,1930
3915,39,15,39p,-12870
3916,39,16,39s,-23160
3917,39,17,39cl,-29800.2
3918,39,18,39ar,-33242
3919,39,19,39k,-33807.01
3920,39,20,39ca,-27274.4
3921,39,21,39sc,-14168
3922,39,22,39ti,1500
4012,40,12,40mg,50240
4013,40,13,40al,29300
4014,40,14,40si,5470
4015,40,15,40p,-8110
4016,40,16,40s,-22870
4017,40,17,40cl,-27560
4018,40,18,40ar,-35039.896
4019,40,19,40k,-33535.2
4019.1,40,19.1,40km,-31891.56
4020,40,20,40ca,-34846.27
4021,40,21,40sc,-20523.2
4022,40,22,40ti,-8850
4023,40,23,40v,10330
4113,41,13,41al,35700
4114,41,14,41si,13560
4115,41,15,41p,-5280
4116,41,16,41s,-19020
4117,41,17,41cl,-27310
4118,41,18,41ar,-33067.5
4119,41,19,41k,-35559.07
4120,41,20,41ca,-35137.76
4121,41,21,41sc,-28642.39
4121.5,41,21.5,41scr,-25760.1
4122,41,22,41ti,-15700
4123,41,23,41v,-210
4213,42,13,42al,43680
4214,42,14,42si,18430
4215,42,15,42p,940
4216,42,16,42s,-17680
4217,42,17,42cl,-24910
4218,42,18,42ar,-34423
4219,42,19,42k,-35021.56
4220,42,20,42ca,-38547.07
4221,42,21,42sc,-32121.24
4221.1,42,21.1,42scm,-31504.96
4221.5,42,21.5,42scr,-26044.91
4222,42,22,42ti,-25122
4223,42,23,42v,-8170
4224,42,24,42cr,5990
4314,43,14,43si,26700
4315,43,15,43p,5770
4316,43,16,43s,-11970
4316.1,43,16.1,43sm,-11650
4317,43,17,43cl,-24170
4318,43,18,43ar,-32010
4319,43,19,43k,-36593
4320,43,20,43ca,-38408.6
4321,43,21,43sc,-36187.9
4321.1,43,21.1,43scm,-36036.5
4322,43,22,43ti,-29321
4322.1,43,22.1,43tim,-29008
4322.2,43,22.2,43tin,-26255
4323,43,23,43v,-18020
4324,43,24,43cr,-2130
4414,44,14,44si,32840
4415,44,15,44p,12100
4416,44,16,44s,-9120
4417,44,17,44cl,-20230
4418,44,18,44ar,-32673.1
4419,44,19,44k,-35810
4420,44,20,44ca,-41468.5
4421,44,21,44sc,-37816.1
4421.1,44,21.1,44scm,-37545.2
4421.2,44,21.2,44scn,-37669.9
4422,44,22,44ti,-37548.5
4423,44,23,44v,-24120
4423.1,44,23.1,44vm,-23850
4423.2,44,23.2,44vxn,-23970
4424,44,24,44cr,-13460
4425,44,25,44mn,6400
4515,45,15,45p,17900
4516,45,16,45s,-3250
4517,45,17,45cl,-18360
4518,45,18,45ar,-29770.6
4519,45,19,45k,-36608
4520,45,20,45ca,-40812
4521,45,21,45sc,-41067.8
4521.1,45,21.1,45scm,-41055.4
4522,45,22,45ti,-39005.7
4523,45,23,45v,-31880
4524,45,24,45cr,-18970
4524.1,45,24.1,45crm,-18920
4525,45,25,45mn,-5110
4526,45,26,45fe,13580
4615,46,15,46p,25500
4616,46,16,46s,700
4617,46,17,46cl,-14710
4618,46,18,46ar,-29720
4619,46,19,46k,-35418
4620,46,20,46ca,-43135.1
4621,46,21,46sc,-41757.1
4621.1,46,21.1,46scm,-41614.6
4622,46,22,46ti,-44123.4
4623,46,23,46v,-37073
4623.1,46,23.1,46vm,-36271.5
4624,46,24,46cr,-29474
4625,46,25,46mn,-12370
4625.1,46,25.1,46mnm,-12220
4626,46,26,46fe,760
4716,47,16,47s,8000
4717,47,17,47cl,-10520
4718,47,18,47ar,-25910
4719,47,19,47k,-35696
4720,47,20,47ca,-42340.1
4721,47,21,47sc,-44332.1
4721.1,47,21.1,47scm,-43565.3
4722,47,22,47ti,-44932.4
4723,47,23,47v,-42002.1
4724,47,24,47cr,-34558
4725,47,25,47mn,-22260
4726,47,26,47fe,-6620
4726.1,47,26.1,47fem,-5850
4727,47,27,47co,10700
4816,48,16,48s,13200
4817,48,17,48cl,-4700
4818,48,18,48ar,-23720
4819,48,19,48k,-32124
4820,48,20,48ca,-44214
4821,48,21,48sc,-44496
4822,48,22,48ti,-48487.7
4823,48,23,48v,-44475.4
4824,48,24,48cr,-42819
4825,48,25,48mn,-29320
4826,48,26,48fe,-18160
4827,48,27,48co,1640
4828,48,28,48ni,18400
4916,49,16,49s,22000
4917,49,17,49cl,300
4918,49,18,49ar,-18150
4919,49,19,49k,-30320
4920,49,20,49ca,-41289
4921,49,21,49sc,-46552
4922,49,22,49ti,-48558.8
4923,49,23,49v,-47956.9
4924,49,24,49cr,-45330.5
4925,49,25,49mn,-37616
4926,49,26,49fe,-24580
4927,49,27,49co,-9580
4928,49,28,49ni,9000
5017,50,17,50cl,7300
5018,50,18,50ar,-14500
5019,50,19,50k,-25350
5020,50,20,50ca,-39571
5021,50,21,50sc,-44537
5021.1,50,21.1,50scm,-44280
5022,50,22,50ti,-51426.7
5023,50,23,50v,-49221.6
5024,50,24,50cr,-50259.5
5025,50,25,50mn,-42626.8
5025.1,50,25.1,50mnm,-42398
5026,50,26,50fe,-34480
5027,50,27,50co,-17200
5028,50,28,50ni,-3790
5117,51,17,51cl,13500
5118,51,18,51ar,-7800
5119,51,19,51k,-22000
5120,51,20,51ca,-35860
5121,51,21,51sc,-43218
5122,51,22,51ti,-49727.8
5123,51,23,51v,-52201.4
5124,51,24,51cr,-51448.8
5125,51,25,51mn,-48241.3
5126,51,26,51fe,-40222
5127,51,27,51co,-27270
5128,51,28,51ni,-11440
5218,52,18,52ar,-3000
5219,52,19,52k,-16200
5220,52,20,52ca,-32510
5221,52,21,52sc,-40360
5222,52,22,52ti,-49465
5223,52,23,52v,-51441.3
5224,52,24,52cr,-55416.9
5225,52,25,52mn,-50705.4
5225.1,52,25.1,52mnm,-50327.7
5226,52,26,52fe,-48332
5226.1,52,26.1,52fem,-41520
5227,52,27,52co,-33920
5227.1,52,27.1,52com,-33540
5228,52,28,52ni,-22650
5229,52,29,52cu,-2630
5318,53,18,53ar,4600
5319,53,19,53k,-12000
5320,53,20,53ca,-27900
5321,53,21,53sc,-37620
5322,53,22,53ti,-46830
5323,53,23,53v,-51849
5324,53,24,53cr,-55284.7
5325,53,25,53mn,-54687.9
5326,53,26,53fe,-50945.3
5326.1,53,26.1,53fem,-47904.9
5327,53,27,53co,-42645
5327.1,53,27.1,53com,-39447
5328,53,28,53ni,-29370
5329,53,29,53cu,-13460
5419,54,19,54k,-5400
5420,54,20,54ca,-23890
5421,54,21,54sc,-34220
5421.1,54,21.1,54scm,-34110
5422,54,22,54ti,-45590
5423,54,23,54v,-49891
5423.1,54,23.1,54vm,-49783
5424,54,24,54cr,-56932.5
5425,54,25,54mn,-55555.4
5426,54,26,54fe,-56252.5
5426.1,54,26.1,54fem,-49725.6
5427,54,27,54co,-48009.5
5427.1,54,27.1,54com,-47812.1
5428,54,28,54ni,-39210
5429,54,29,54cu,-21690
5430,54,30,54zn,-6570
5519,55,19,55k,-270
5520,55,20,55ca,-18120
5521,55,21,55sc,-29580
5522,55,22,55ti,-41670
5523,55,23,55v,-49150
5524,55,24,55cr,-55107.5
5525,55,25,55mn,-57710.6
5526,55,26,55fe,-57479.4
5527,55,27,55co,-54027.6
5528,55,28,55ni,-45336
5529,55,29,55cu,-31620
5530,55,30,55zn,-14920
5620,56,20,56ca,-13440
5621,56,21,56sc,-25270
5622,56,22,56ti,-38940
5623,56,23,56v,-46080
5624,56,24,56cr,-55281.2
5625,56,25,56mn,-56909.7
5626,56,26,56fe,-60605.4
5627,56,27,56co,-56039.4
5628,56,28,56ni,-53904
5629,56,29,56cu,-38600
5630,56,30,56zn,-25730
5631,56,31,56ga,-4740
5720,57,20,57ca,-7120
5721,57,21,57sc,-20690
5722,57,22,57ti,-33540
5723,57,23,57v,-44190
5724,57,24,57cr,-52524.1
5725,57,25,57mn,-57486.8
5726,57,26,57fe,-60180.1
5727,57,27,57co,-59344.2
5728,57,28,57ni,-56082
5729,57,29,57cu,-47310
5730,57,30,57zn,-32800
5731,57,31,57ga,-15900
5821,58,21,58sc,-15170
5822,58,22,58ti,-30770
5823,58,23,58v,-40210
5824,58,24,58cr,-51830
5825,58,25,58mn,-55910
5825.1,58,25.1,58mnm,-55840
5826,58,26,58fe,-62153.4
5827,58,27,58co,-59845.9
5827.1,58,27.1,58com,-59821
5827.2,58,27.2,58con,-59792.8
5828,58,28,58ni,-60227.7
5829,58,29,58cu,-51662.1
5830,58,30,58zn,-42300
5831,58,31,58ga,-23990
5831.1,58,31.1,58gam,-23960
5832,58,32,58ge,-8370
5921,59,21,59sc,-10040
5922,59,22,59ti,-25220
5923,59,23,59v,-37070
5924,59,24,59cr,-47890
5924.1,59,24.1,59crm,-47390
5925,59,25,59mn,-55480
5926,59,26,59fe,-60663.1
5927,59,27,59co,-62228.4
5928,59,28,59ni,-61155.7
5929,59,29,59cu,-56357.2
5930,59,30,59zn,-47260
5931,59,31,59ga,-34120
5932,59,32,59ge,-17000
6021,60,21,60sc,-4000
6022,60,22,60ti,-21650
6023,60,23,60v,-32580
6023.1,60,23.1,60vm,-32580
6023.2,60,23.2,60vxn,-32480
6024,60,24,60cr,-46500
6025,60,25,60mn,-53180
6025.1,60,25.1,60mnm,-52910
6026,60,26,60fe,-61412
6027,60,27,60co,-61649
6027.1,60,27.1,60com,-61590.4
6028,60,28,60ni,-64472.1
6029,60,29,60cu,-58344.1
6030,60,30,60zn,-54188
6031,60,31,60ga,-40000
6032,60,32,60ge,-27770
6033,60,33,60as,-6400
6033.1,60,33.1,60asm,-6340
6122,61,22,61ti,-15650
6123,61,23,61v,-29360
6124,61,24,61cr,-42180
6125,61,25,61mn,-51560
6126,61,26,61fe,-58921
6126.1,61,26.1,61fem,-58060
6127,61,27,61co,-62898.4
6128,61,28,61ni,-64220.9
6129,61,29,61cu,-61983.6
6130,61,30,61zn,-56345
6130.1,61,30.1,61znm,-56257
6130.2,61,30.2,61znn,-55927
6130.3,61,30.3,61znp,-55589
6131,61,31,61ga,-47090
6131.1,61,31.1,61gam,-47000
6132,61,32,61ge,-33730
6133,61,33,61as,-18050
6222,62,22,62ti,-11650
6223,62,23,62v,-24420
6224,62,24,62cr,-40410
6225,62,25,62mn,-48040
6225.1,62,25.1,62mnm,-48040
6226,62,26,62fe,-58901
6227,62,27,62co,-61432
6227.1,62,27.1,62com,-61410
6228,62,28,62ni,-66746.1
6229,62,29,62cu,-62798
6230,62,30,62zn,-61171
6231,62,31,62ga,-52000
6231.1,62,31.1,62gam,-51183
6232,62,32,62ge,-42240
6233,62,33,62as,-24960
6322,63,22,63ti,-5200
6323,63,23,63v,-20910
6324,63,24,63cr,-35530
6325,63,25,63mn,-46350
6326,63,26,63fe,-55550
6327,63,27,63co,-61840
6328,63,28,63ni,-65512.6
6328.1,63,28.1,63nim,-65425.5
6329,63,29,63cu,-65579.5
6330,63,30,63zn,-62213
6331,63,31,63ga,-56547.1
6332,63,32,63ge,-46910
6333,63,33,63as,-33820
6423,64,23,64v,-15400
6424,64,24,64cr,-33150
6425,64,25,64mn,-42620
6425.1,64,25.1,64mnm,-42490
6426,64,26,64fe,-54770
6427,64,27,64co,-59793
6428,64,28,64ni,-67099.3
6429,64,29,64cu,-65424.2
6430,64,30,64zn,-66003.6
6431,64,31,64ga,-58834.3
6431.1,64,31.1,64gam,-58791.5
6432,64,32,64ge,-54350
6433,64,33,64as,-39520
6523,65,23,65v,-11250
6524,65,24,65cr,-27800
6525,65,25,65mn,-40670
6526,65,26,65fe,-50880
6526.1,65,26.1,65fem,-50520
6527,65,27,65co,-59170
6528,65,28,65ni,-65126.1
6528.1,65,28.1,65nim,-64113.1
6529,65,29,65cu,-67263.7
6530,65,30,65zn,-65911.6
6530.1,65,30.1,65znm,-65857.7
6531,65,31,65ga,-62657.2
6532,65,32,65ge,-56410
6533,65,33,65as,-46980
6534,65,34,65se,-32920
6624,66,24,66cr,-24800
6625,66,25,66mn,-36250
6626,66,26,66fe,-49570
6627,66,27,66co,-56110
6627.1,66,27.1,66com,-55940
6627.2,66,27.2,66con,-55470
6628,66,28,66ni,-66006.3
6629,66,29,66cu,-66258.3
6630,66,30,66zn,-68899.4
6631,66,31,66ga,-63724
6632,66,32,66ge,-61620
6633,66,33,66as,-51500
6633.1,66,33.1,66asm,-50140
6633.2,66,33.2,66asn,-48480
6634,66,34,66se,-41720
6724,67,24,67cr,-19050
6725,67,25,67mn,-33400
6726,67,26,67fe,-45690
6726.1,67,26.1,67fem,-45320
6727,67,27,67co,-55060
6728,67,28,67ni,-63742.7
6728.1,67,28.1,67nim,-62736
6729,67,29,67cu,-67318.8
6730,67,30,67zn,-67880.4
6731,67,31,67ga,-66879.7
6732,67,32,67ge,-62658
6732.1,67,32.1,67gem,-62640
6732.2,67,32.2,67gen,-61906
6733,67,33,67as,-56650
6734,67,34,67se,-46490
6735,67,35,67br,-32800
6825,68,25,68mn,-28600
6826,68,26,68fe,-43130
6827,68,27,68co,-51350
6827.1,68,27.1,68com,-51200
6828,68,28,68ni,-63463.8
6828.1,68,28.1,68nim,-61694
6828.2,68,28.2,68nin,-60615
6829,68,29,68cu,-65567
6829.1,68,29.1,68cum,-64845.4
6830,68,30,68zn,-70007.2
6831,68,31,68ga,-67086.1
6831.1,68,31.1,68gam,-65856.2
6832,68,32,68ge,-66980
6833,68,33,68as,-58900
6833.1,68,33.1,68asm,-58470
6834,68,34,68se,-54210
6835,68,35,68br,-38640
6925,69,25,69mn,-25300
6926,69,26,69fe,-38400
6927,69,27,69co,-50000
6928,69,28,69ni,-59979
6928.1,69,28.1,69nim,-59658
6928.2,69,28.2,69nin,-57278
6929,69,29,69cu,-65736.2
6929.1,69,29.1,69cum,-62994.4
6930,69,30,69zn,-68418
6930.1,69,30.1,69znm,-67979.4
6931,69,31,69ga,-69327.8
6932,69,32,69ge,-67100.6
6932.1,69,32.1,69gem,-67013.8
6932.2,69,32.2,69gen,-66702.7
6933,69,33,69as,-63090
6934,69,34,69se,-56300
6934.1,69,34.1,69sem,-56260
6934.2,69,34.2,69sen,-55730
6935,69,35,69br,-46480
6935.1,69,35.1,69brm,-46440
6935.2,69,35.2,69brn,-45910
6936,69,36,69kr,-32440
7026,70,26,70fe,-35900
7027,70,27,70co,-45640
7027.1,70,27.1,70com,-45440
7028,70,28,70ni,-59150
7028.1,70,28.1,70nim,-56290
7029,70,29,70cu,-62976.1
7029.1,70,29.1,70cum,-62875.4
7029.2,70,29.2,70cun,-62734.1
7030,70,30,70zn,-69564.6
7031,70,31,70ga,-68910.1
7032,70,32,70ge,-70563.1
7033,70,33,70as,-64340
7033.1,70,33.1,70asm,-64310
7034,70,34,70se,-62050
7035,70,35,70br,-51430
7035.1,70,35.1,70brm,-49140
7036,70,36,70kr,-41680
7126,71,26,71fe,-31000
7127,71,27,71co,-43870
7128,71,28,71ni,-55200
7129,71,29,71cu,-62711.1
7129.1,71,29.1,71cum,-59955
7130,71,30,71zn,-67327
7130.1,71,30.1,71znm,-67169
7131,71,31,71ga,-70140.2
7132,71,32,71ge,-69907.7
7132.1,71,32.1,71gem,-69709.3
7133,71,33,71as,-67894
7134,71,34,71se,-63120
7134.1,71,34.1,71sem,-63070
7134.2,71,34.2,71sen,-62860
7135,71,35,71br,-57060
7136,71,36,71kr,-46920
7137,71,37,71rb,-32300
7137.1,71,37.1,71rbm,-32250
7137.2,71,37.2,71rbn,-32040
7226,72,26,72fe,-28300
7227,72,27,72co,-39300
7228,72,28,72ni,-53940
7229,72,29,72cu,-59783
7229.1,72,29.1,72cum,-59513
7230,72,30,72zn,-68131
7231,72,31,72ga,-68589.4
7231.1,72,31.1,72gam,-68469.7
7232,72,32,72ge,-72585.9
7232.1,72,32.1,72gem,-71894.5
7233,72,33,72as,-68230
7234,72,34,72se,-67894
7235,72,35,72br,-59020
7235.1,72,35.1,72brm,-58920
7236,72,36,72kr,-53941
7237,72,37,72rb,-38120
7237.1,72,37.1,72rbm,-38020
7327,73,27,73co,-37040
7328,73,28,73ni,-49860
7329,73,29,73cu,-58987
7330,73,30,73zn,-65410
7330.1,73,30.1,73znm,-65210
7330.2,73,30.2,73znn,-65170
7331,73,31,73ga,-69699.3
7332,73,32,73ge,-71297.5
7332.1,73,32.1,73gem,-71284.2
7332.2,73,32.2,73gen,-71230.8
7333,73,33,73as,-70957
7334,73,34,73se,-68218
7334.1,73,34.1,73sem,-68192
7335,73,35,73br,-63630
7336,73,36,73kr,-56552
7336.1,73,36.1,73krm,-56118
7337,73,37,73rb,-46050
7337.1,73,37.1,73rbm,-45620
7338,73,38,73sr,-31700
7427,74,27,74co,-32250
7428,74,28,74ni,-48370
7429,74,29,74cu,-56006
7430,74,30,74zn,-65710
7431,74,31,74ga,-68050
7431.1,74,31.1,74gam,-67990
7432,74,32,74ge,-73422.4
7433,74,33,74as,-70860
7434,74,34,74se,-72212.7
7435,74,35,74br,-65306
7435.1,74,35.1,74brm,-65292
7436,74,36,74kr,-62331.5
7436.1,74,36.1,74krm,-61824
7437,74,37,74rb,-51917
7438,74,38,74sr,-40700
7527,75,27,75co,-29500
7528,75,28,75ni,-43900
7529,75,29,75cu,-54120
7530,75,30,75zn,-62470
7531,75,31,75ga,-68464.6
7532,75,32,75ge,-71856.4
7532.1,75,32.1,75gem,-71716.7
7533,75,33,75as,-73032.4
7533.1,75,33.1,75asm,-72728.5
7534,75,34,75se,-72169
7535,75,35,75br,-69139
7536,75,36,75kr,-64324
7537,75,37,75rb,-57222
7538,75,38,75sr,-46620
7628,76,28,76ni,-41610
7629,76,29,76cu,-50976
7629.1,76,29.1,76cum,-50980
7630,76,30,76zn,-62140
7631,76,31,76ga,-66296.6
7632,76,32,76ge,-73213
7633,76,33,76as,-72289.5
7633.1,76,33.1,76asm,-72245.1
7634,76,34,76se,-75252.1
7635,76,35,76br,-70289
7635.1,76,35.1,76brm,-70186
7636,76,36,76kr,-69014
7637,76,37,76rb,-60479.8
7637.1,76,37.1,76rbm,-60162.9
7638,76,38,76sr,-54240
7639,76,39,76y,-38700
7728,77,28,77ni,-36750
7729,77,29,77cu,-48580
7730,77,30,77zn,-58720
7730.1,77,30.1,77znm,-57950
7731,77,31,77ga,-65992.3
7732,77,32,77ge,-71214
7732.1,77,32.1,77gem,-71054.3
7733,77,33,77as,-73916.6
7733.1,77,33.1,77asm,-73441.2
7734,77,34,77se,-74599.6
7734.1,77,34.1,77sem,-74437.7
7735,77,35,77br,-73235
7735.1,77,35.1,77brm,-73129
7736,77,36,77kr,-70169.4
7737,77,37,77rb,-64825
7738,77,38,77sr,-57804
7739,77,39,77y,-46910
7828,78,28,78ni,-34300
7829,78,29,78cu,-44750
7830,78,30,78zn,-57340
7830.1,78,30.1,78znm,-54670
7831,78,31,78ga,-63706.6
7832,78,32,78ge,-71862
7833,78,33,78as,-72817
7834,78,34,78se,-77026.1
7835,78,35,78br,-73452
7835.1,78,35.1,78brm,-73271
7836,78,36,78kr,-74179.7
7837,78,37,78rb,-66936
7837.1,78,37.1,78rbm,-66825
7837.6,78,37.6,78rbx,-66862
7838,78,38,78sr,-63174
7839,78,39,78y,-52530
7839.1,78,39.1,78ym,-52530
7840,78,40,78zr,-41700
7929,79,29,79cu,-42330
7930,79,30,79zn,-53420
7931,79,31,79ga,-62510
7932,79,32,79ge,-69490
7932.1,79,32.1,79gem,-69300
7933,79,33,79as,-73637
7933.1,79,33.1,79asm,-72864
